id	isCralwed	name	value	state_id
2312	1	Iowa (WI)	55049	38
2313	1	Vilas (WI)	55125	38
2314	1	Brown (WI)	55009	38
2315	1	Washburn (WI)	55129	38
2316	1	Pierce (WI)	55093	38
2317	2	Pepin (WI)	55091	38
2318	1	Washington (WI)	55131	38
2319	2	Jackson (WI)	55053	38
2320	1	Portage (WI)	55097	38
2321	1	Iron (WI)	55051	38
2322	2	Polk (WI)	55095	38
2323	2	Waupaca (WI)	55135	38
2324	2	Burnett (WI)	55013	38
2325	2	Juneau (WI)	55057	38
2326	2	Waukesha (WI)	55133	38
2327	2	Buffalo (WI)	55011	38
2328	2	Jefferson (WI)	55055	38
2329	2	Price (WI)	55099	38
2330	2	Winnebago (WI)	55139	38
2331	2	Chippewa (WI)	55017	38
2332	2	Waushara (WI)	55137	38
2333	2	Calumet (WI)	55015	38
2334	2	Kenosha (WI)	55059	38
2335	2	Clark (WI)	55019	38
2336	1	Kewaunee (WI)	55061	38
2337	1	Columbia (WI)	55021	38
2338	1	Lafayette (WI)	55065	38
2339	2	Wood (WI)	55141	38
2340	2	La Crosse (WI)	55063	38
2341	2	Dane (WI)	55025	38
2342	2	Lincoln (WI)	55069	38
2343	1	Racine (WI)	55101	38
2344	1	Crawford (WI)	55023	38
2345	1	Langlade (WI)	55067	38
2346	2	Door (WI)	55029	38
2347	2	Rock (WI)	55105	38
2348	2	Dodge (WI)	55027	38
2349	2	Richland (WI)	55103	38
2350	1	St. Croix (WI)	55109	38
2351	2	Rusk (WI)	55107	38
2352	1	Manitowoc (WI)	55071	38
2353	1	Douglas (WI)	55031	38
2354	2	Marinette (WI)	55075	38
2355	1	Marathon (WI)	55073	38
2356	1	Sawyer (WI)	55113	38
2357	1	Eau Claire (WI)	55035	38
2358	2	Milwaukee (WI)	55079	38
2359	2	Menominee (WI)	55078	38
2360	1	Sauk (WI)	55111	38
2361	1	Dunn (WI)	55033	38
2362	1	Marquette (WI)	55077	38
2363	1	Sheboygan (WI)	55117	38
2364	1	Fond du Lac (WI)	55039	38
2365	1	Shawano (WI)	55115	38
2366	1	Florence (WI)	55037	38
2367	1	Taylor (WI)	55119	38
2379	1	Summit (OH)	39153	39
2380	1	Coshocton (OH)	39031	39
2381	1	Holmes (OH)	39075	39
2382	1	Monroe (OH)	39111	39
2383	1	Trumbull (OH)	39155	39
2384	1	Crawford (OH)	39033	39
2385	1	Huron (OH)	39077	39
2386	1	Montgomery (OH)	39113	39
2387	1	Tuscarawas (OH)	39157	39
2388	1	Cuyahoga (OH)	39035	39
2389	1	Jackson (OH)	39079	39
2390	1	Morgan (OH)	39115	39
2391	1	Union (OH)	39159	39
2392	1	Darke (OH)	39037	39
2393	1	Highland (OH)	39071	39
2394	1	Stark (OH)	39151	39
2395	1	Hocking (OH)	39073	39
2396	1	Morrow (OH)	39117	39
2397	1	Defiance (OH)	39039	39
2398	1	Muskingum (OH)	39119	39
2399	1	Champaign (OH)	39021	39
2400	1	Hardin (OH)	39065	39
2401	1	Ross (OH)	39141	39
2402	1	Clark (OH)	39023	39
2403	1	Harrison (OH)	39067	39
2404	1	Sandusky (OH)	39143	39
2405	1	Clermont (OH)	39025	39
2406	1	Henry (OH)	39069	39
2407	1	Marion (OH)	39101	39
2408	1	Scioto (OH)	39145	39
2409	1	Clinton (OH)	39027	39
2410	1	Medina (OH)	39103	39
2411	1	Seneca (OH)	39147	39
2412	1	Hamilton (OH)	39061	39
2413	1	Hancock (OH)	39063	39
2414	1	Columbiana (OH)	39029	39
2415	1	Meigs (OH)	39105	39
2416	1	Shelby (OH)	39149	39
2417	1	Mercer (OH)	39107	39
2418	1	Miami (OH)	39109	39
2419	1	Pike (OH)	39131	39
2420	1	Wyandot (OH)	39175	39
2421	1	Gallia (OH)	39053	39
2422	1	Madison (OH)	39097	39
2423	1	Portage (OH)	39133	39
2424	1	Auglaize (OH)	39011	39
2425	1	Geauga (OH)	39055	39
2426	1	Mahoning (OH)	39099	39
2427	1	Preble (OH)	39135	39
2428	2	Belmont (OH)	39013	39
2429	1	Greene (OH)	39057	39
2430	1	Putnam (OH)	39137	39
2431	1	Brown (OH)	39015	39
2432	1	Guernsey (OH)	39059	39
2433	2	Logan (OH)	39091	39
2434	1	Williams (OH)	39171	39
2435	1	Lorain (OH)	39093	39
2436	1	Wood (OH)	39173	39
2437	2	Fulton (OH)	39051	39
2438	1	Lucas (OH)	39095	39
2439	1	Richland (OH)	39139	39
2440	1	Butler (OH)	39017	39
2441	1	Carroll (OH)	39019	39
2442	1	Erie (OH)	39043	39
2443	1	Lawrence (OH)	39087	39
2444	1	Vinton (OH)	39163	39
2445	1	Adams (OH)	39001	39
2446	1	Fairfield (OH)	39045	39
2447	1	Licking (OH)	39089	39
2448	2	Noble (OH)	39121	39
2449	1	Warren (OH)	39165	39
2450	1	Allen (OH)	39003	39
2451	1	Fayette (OH)	39047	39
2452	1	Ottawa (OH)	39123	39
2453	1	Washington (OH)	39167	39
2454	1	Ashland (OH)	39005	39
2455	1	Franklin (OH)	39049	39
2456	1	Paulding (OH)	39125	39
2457	1	Wayne (OH)	39169	39
2458	1	Jefferson (OH)	39081	39
2459	1	Knox (OH)	39083	39
2460	1	Delaware (OH)	39041	39
2461	1	Lake (OH)	39085	39
2462	1	Van Wert (OH)	39161	39
2463	1	Ashtabula (OH)	39007	39
2464	1	Perry (OH)	39127	39
2465	1	Athens (OH)	39009	39
2466	1	Pickaway (OH)	39129	39
2481	1	Dawson (GA)	13085	40
2482	1	Dade (GA)	13083	40
2483	1	Fulton (GA)	13121	40
2484	1	Appling (GA)	13001	40
2485	1	De Kalb (GA)	13089	40
2486	1	Randolph (GA)	13243	40
2487	1	Decatur (GA)	13087	40
2488	1	Rabun (GA)	13241	40
2489	1	Crisp (GA)	13081	40
2490	2	Glascock (GA)	13125	40
2491	1	Bacon (GA)	13005	40
2492	1	Rockdale (GA)	13247	40
2493	1	Gilmer (GA)	13123	40
2494	1	Atkinson (GA)	13003	40
2495	1	Richmond (GA)	13245	40
2496	1	Gordon (GA)	13129	40
2497	1	Baldwin (GA)	13009	40
2498	1	Glynn (GA)	13127	40
2499	2	Baker (GA)	13007	40
2500	1	Schley (GA)	13249	40
2501	1	Dougherty (GA)	13095	40
2502	2	Dooly (GA)	13093	40
2503	1	Banks (GA)	13011	40
2504	1	Early (GA)	13099	40
2505	1	Seminole (GA)	13253	40
2506	1	Greene (GA)	13133	40
2507	1	Douglas (GA)	13097	40
2508	1	Screven (GA)	13251	40
2509	1	Grady (GA)	13131	40
2510	1	Dodge (GA)	13091	40
2511	1	Bartow (GA)	13015	40
2512	1	Stephens (GA)	13257	40
2513	1	Habersham (GA)	13137	40
2514	1	Barrow (GA)	13013	40
2515	1	Spalding (GA)	13255	40
2516	1	Gwinnett (GA)	13135	40
2517	1	Berrien (GA)	13019	40
2518	1	Ben Hill (GA)	13017	40
2519	1	Stewart (GA)	13259	40
2520	1	Hall (GA)	13139	40
2521	1	Long (GA)	13183	40
2522	1	Clayton (GA)	13063	40
2523	1	Lincoln (GA)	13181	40
2524	2	Clay (GA)	13061	40
2525	1	Lumpkin (GA)	13187	40
2526	1	Cobb (GA)	13067	40
2527	2	Oglethorpe (GA)	13221	40
2528	1	Lowndes (GA)	13185	40
2529	1	Clinch (GA)	13065	40
2530	1	Evans (GA)	13109	40
2531	2	Effingham (GA)	13103	40
2532	1	Peach (GA)	13225	40
2533	2	Echols (GA)	13101	40
2534	1	McDuffie (GA)	13189	40
2535	1	Coffee (GA)	13069	40
2536	1	Paulding (GA)	13223	40
2537	1	Emanuel (GA)	13107	40
2538	1	Pierce (GA)	13229	40
2539	1	Elbert (GA)	13105	40
2540	1	Pickens (GA)	13227	40
2541	1	Columbia (GA)	13073	40
2542	1	Madison (GA)	13195	40
2543	1	Colquitt (GA)	13071	40
2544	1	Macon (GA)	13193	40
2545	1	Coweta (GA)	13077	40
2546	1	Pike (GA)	13231	40
2547	1	Fannin (GA)	13111	40
2548	1	Meriwether (GA)	13199	40
2549	1	Cook (GA)	13075	40
2550	2	Marion (GA)	13197	40
2551	2	McIntosh (GA)	13191	40
2552	1	Pulaski (GA)	13235	40
2553	1	Floyd (GA)	13115	40
2554	1	Crawford (GA)	13079	40
2555	1	Polk (GA)	13233	40
2556	1	Fayette (GA)	13113	40
2557	2	Quitman (GA)	13239	40
2558	1	Franklin (GA)	13119	40
2559	1	Putnam (GA)	13237	40
2560	1	Forsyth (GA)	13117	40
2561	1	Jeff Davis (GA)	13161	40
2562	1	Treutlen (GA)	13283	40
2563	1	Towns (GA)	13281	40
2564	1	Jenkins (GA)	13165	40
2565	1	Carroll (GA)	13045	40
2566	2	Turner (GA)	13287	40
2567	1	Jefferson (GA)	13163	40
2568	1	Candler (GA)	13043	40
2569	1	Troup (GA)	13285	40
2570	1	Montgomery (GA)	13209	40
2571	1	Jones (GA)	13169	40
2572	1	Charlton (GA)	13049	40
2573	1	Johnson (GA)	13167	40
2574	1	Worth (GA)	13321	40
2575	1	Catoosa (GA)	13047	40
2576	1	Miller (GA)	13201	40
2577	1	Twiggs (GA)	13289	40
2578	1	Monroe (GA)	13207	40
2579	1	Mitchell (GA)	13205	40
2580	1	Chatham (GA)	13051	40
2581	1	Upson (GA)	13293	40
2582	1	Lanier (GA)	13173	40
2583	1	Union (GA)	13291	40
2584	2	Lamar (GA)	13171	40
2585	1	Chattooga (GA)	13055	40
2586	1	Walton (GA)	13297	40
2587	1	Lee (GA)	13177	40
2588	1	Chattahoochee (GA)	13053	40
2589	1	Walker (GA)	13295	40
2590	1	Laurens (GA)	13175	40
2591	1	Oconee (GA)	13219	40
2592	1	Clarke (GA)	13059	40
2593	1	Murray (GA)	13213	40
2594	1	Cherokee (GA)	13057	40
2595	1	Morgan (GA)	13211	40
2596	1	Ware (GA)	13299	40
2597	1	Liberty (GA)	13179	40
2598	2	Newton (GA)	13217	40
2599	1	Muscogee (GA)	13215	40
2600	1	Sumter (GA)	13261	40
2601	1	Haralson (GA)	13143	40
2602	2	Bleckley (GA)	13023	40
2603	2	Taliaferro (GA)	13265	40
2604	1	Hancock (GA)	13141	40
2605	1	Bibb (GA)	13021	40
2606	1	Talbot (GA)	13263	40
2607	2	Wheeler (GA)	13309	40
2608	1	Webster (GA)	13307	40
2609	1	Hart (GA)	13147	40
2610	2	Warren (GA)	13301	40
2611	2	Brooks (GA)	13027	40
2612	1	Taylor (GA)	13269	40
2613	1	Harris (GA)	13145	40
2614	1	Brantley (GA)	13025	40
2615	1	Tattnall (GA)	13267	40
2616	1	Wayne (GA)	13305	40
2617	1	Heard (GA)	13149	40
2618	1	Washington (GA)	13303	40
2619	1	Bryan (GA)	13029	40
2620	1	Telfair (GA)	13271	40
2621	1	Henry (GA)	13151	40
2622	1	Burke (GA)	13033	40
2623	1	Thomas (GA)	13275	40
2624	1	Irwin (GA)	13155	40
2625	1	Bulloch (GA)	13031	40
2626	1	Terrell (GA)	13273	40
2627	1	Houston (GA)	13153	40
2628	1	Wilkinson (GA)	13319	40
2629	1	Calhoun (GA)	13037	40
2630	1	Toombs (GA)	13279	40
2631	1	Jasper (GA)	13159	40
2632	1	Whitfield (GA)	13313	40
2633	1	Butts (GA)	13035	40
2634	1	Tift (GA)	13277	40
2635	1	Jackson (GA)	13157	40
2636	1	White (GA)	13311	40
2637	1	Wilkes (GA)	13317	40
2638	1	Camden (GA)	13039	40
2639	2	Wilcox (GA)	13315	40
2643	1	Cherokee (OK)	40021	41
2644	1	Jackson (OK)	40065	41
2645	2	Tillman (OK)	40141	41
2646	2	Hughes (OK)	40063	41
2647	1	Cimarron (OK)	40025	41
2648	1	Johnston (OK)	40069	41
2649	1	Muskogee (OK)	40101	41
2650	1	Wagoner (OK)	40145	41
2651	1	Choctaw (OK)	40023	41
2652	1	Jefferson (OK)	40067	41
2653	1	Tulsa (OK)	40143	41
2654	1	Coal (OK)	40029	41
2655	1	Nowata (OK)	40105	41
2656	1	Washita (OK)	40149	41
2657	1	Cleveland (OK)	40027	41
2658	1	Noble (OK)	40103	41
2659	1	Washington (OK)	40147	41
2660	1	Oklahoma (OK)	40109	41
2661	1	Okfuskee (OK)	40107	41
2662	1	Haskell (OK)	40061	41
2663	1	Rogers (OK)	40131	41
2664	2	Grant (OK)	40053	41
2665	1	Mayes (OK)	40097	41
2666	1	Grady (OK)	40051	41
2667	1	Marshall (OK)	40095	41
2668	1	Sequoyah (OK)	40135	41
2669	1	Bryan (OK)	40013	41
2670	2	Harmon (OK)	40057	41
2671	1	Seminole (OK)	40133	41
2672	1	Blaine (OK)	40011	41
2673	1	Greer (OK)	40055	41
2674	1	Murray (OK)	40099	41
2675	1	Texas (OK)	40139	41
2676	1	Canadian (OK)	40017	41
2677	1	Stephens (OK)	40137	41
2678	1	Caddo (OK)	40015	41
2679	1	Harper (OK)	40059	41
2680	1	Carter (OK)	40019	41
2681	1	Major (OK)	40093	41
2682	1	McIntosh (OK)	40091	41
2683	2	Dewey (OK)	40043	41
2684	1	McClain (OK)	40087	41
2685	1	Delaware (OK)	40041	41
2686	1	Love (OK)	40085	41
2687	1	Alfalfa (OK)	40003	41
2688	1	Garfield (OK)	40047	41
2689	1	Pontotoc (OK)	40123	41
2690	1	Adair (OK)	40001	41
2691	2	Ellis (OK)	40045	41
2692	1	McCurtain (OK)	40089	41
2693	1	Pittsburg (OK)	40121	41
2694	1	Beaver (OK)	40007	41
2695	1	Pushmataha (OK)	40127	41
2696	1	Atoka (OK)	40005	41
2697	1	Garvin (OK)	40049	41
2698	2	Pottawatomie (OK)	40125	41
2699	2	Beckham (OK)	40009	41
2700	2	Roger Mills (OK)	40129	41
2701	2	Logan (OK)	40083	41
2702	1	Lincoln (OK)	40081	41
2703	1	Woodward (OK)	40153	41
2704	1	Comanche (OK)	40031	41
2705	1	Kiowa (OK)	40075	41
2706	1	Woods (OK)	40151	41
2707	1	Kingfisher (OK)	40073	41
2708	1	Osage (OK)	40113	41
2709	1	Craig (OK)	40035	41
2710	1	Le Flore (OK)	40079	41
2711	1	Okmulgee (OK)	40111	41
2712	1	Cotton (OK)	40033	41
2713	1	Latimer (OK)	40077	41
2714	2	Pawnee (OK)	40117	41
2715	1	Custer (OK)	40039	41
2716	1	Ottawa (OK)	40115	41
2717	1	Creek (OK)	40037	41
2718	1	Payne (OK)	40119	41
2719	1	Kay (OK)	40071	41
2746	1	Tuolumne (CA)	06109	42
2747	1	Kern (CA)	06029	42
2748	1	Trinity (CA)	06105	42
2749	1	Tulare (CA)	06107	42
2750	1	Imperial (CA)	06025	42
2751	1	San Benito (CA)	06069	42
2752	1	Sutter (CA)	06101	42
2753	1	Inyo (CA)	06027	42
2754	1	Tehama (CA)	06103	42
2755	1	Glenn (CA)	06021	42
2756	1	Riverside (CA)	06065	42
2757	1	Humboldt (CA)	06023	42
2758	1	Sacramento (CA)	06067	42
2759	2	Placer (CA)	06061	42
2760	1	Plumas (CA)	06063	42
2761	1	El Dorado (CA)	06017	42
2762	1	Fresno (CA)	06019	42
2763	1	Contra Costa (CA)	06013	42
2764	1	Nevada (CA)	06057	42
2765	1	Del Norte (CA)	06015	42
2766	1	Orange (CA)	06059	42
2767	1	Monterey (CA)	06053	42
2768	1	Sonoma (CA)	06097	42
2769	1	Colusa (CA)	06011	42
2770	1	Napa (CA)	06055	42
2771	1	Stanislaus (CA)	06099	42
2772	1	Siskiyou (CA)	06093	42
2773	1	Mono (CA)	06051	42
2774	1	Solano (CA)	06095	42
2775	2	Sierra (CA)	06091	42
2776	1	Butte (CA)	06007	42
2777	1	Calaveras (CA)	06009	42
2778	1	Alpine (CA)	06003	42
2779	1	Merced (CA)	06047	42
2780	1	Amador (CA)	06005	42
2781	2	Modoc (CA)	06049	42
2782	2	Mariposa (CA)	06043	42
2783	1	Santa Cruz (CA)	06087	42
2784	1	Alameda (CA)	06001	42
2785	1	Mendocino (CA)	06045	42
2786	1	Shasta (CA)	06089	42
2787	1	Santa Barbara (CA)	06083	42
2788	1	Marin (CA)	06041	42
2789	1	Santa Clara (CA)	06085	42
2790	1	San Mateo (CA)	06081	42
2791	1	Madera (CA)	06039	42
2792	1	Yolo (CA)	06113	42
2793	1	Lassen (CA)	06035	42
2794	1	San Luis Obispo (CA)	06079	42
2795	1	Yuba (CA)	06115	42
2796	1	Los Angeles (CA)	06037	42
2797	1	Kings (CA)	06031	42
2798	1	San Francisco (CA)	06075	42
2799	1	Ventura (CA)	06111	42
2800	1	Lake (CA)	06033	42
2801	1	San Joaquin (CA)	06077	42
2802	1	San Bernardino (CA)	06071	42
2803	1	San Diego (CA)	06073	42
2811	2	Pendleton (WV)	54071	43
2812	1	Hardy (WV)	54031	43
2813	1	Pocahontas (WV)	54075	43
2814	2	Pleasants (WV)	54073	43
2815	1	Jackson (WV)	54035	43
2816	1	Putnam (WV)	54079	43
2817	1	Harrison (WV)	54033	43
2818	1	Preston (WV)	54077	43
2819	1	Kanawha (WV)	54039	43
2820	1	Jefferson (WV)	54037	43
2821	1	Raleigh (WV)	54081	43
2822	1	Lewis (WV)	54041	43
2823	2	Ritchie (WV)	54085	43
2824	1	Randolph (WV)	54083	43
2825	1	Barbour (WV)	54001	43
2826	1	Logan (WV)	54045	43
2827	1	Summers (WV)	54089	43
2828	1	Lincoln (WV)	54043	43
2829	1	Roane (WV)	54087	43
2830	1	Boone (WV)	54005	43
2831	1	Marion (WV)	54049	43
2832	1	Berkeley (WV)	54003	43
2833	1	McDowell (WV)	54047	43
2834	1	Brooke (WV)	54009	43
2835	1	Braxton (WV)	54007	43
2836	2	Tucker (WV)	54093	43
2837	1	Taylor (WV)	54091	43
2838	1	Mason (WV)	54053	43
2839	1	Upshur (WV)	54097	43
2840	1	Marshall (WV)	54051	43
2841	2	Tyler (WV)	54095	43
2842	2	Calhoun (WV)	54013	43
2843	2	Mineral (WV)	54057	43
2844	1	Cabell (WV)	54011	43
2845	1	Mercer (WV)	54055	43
2846	1	Wayne (WV)	54099	43
2847	1	Doddridge (WV)	54017	43
2848	1	Clay (WV)	54015	43
2849	2	Mingo (WV)	54059	43
2850	1	Fayette (WV)	54019	43
2851	2	Monroe (WV)	54063	43
2852	1	Monongalia (WV)	54061	43
2853	2	Webster (WV)	54101	43
2854	1	Grant (WV)	54023	43
2855	1	Nicholas (WV)	54067	43
2856	1	Gilmer (WV)	54021	43
2857	1	Morgan (WV)	54065	43
2858	1	Wirt (WV)	54105	43
2859	1	Hampshire (WV)	54027	43
2860	1	Wetzel (WV)	54103	43
2861	1	Greenbrier (WV)	54025	43
2862	1	Ohio (WV)	54069	43
2863	1	Wyoming (WV)	54109	43
2864	1	Wood (WV)	54107	43
2865	1	Hancock (WV)	54029	43
2868	1	Uinta (WY)	56041	44
2869	1	Platte (WY)	56031	44
2870	1	Laramie (WY)	56021	44
2871	1	Washakie (WY)	56043	44
2872	1	Crook (WY)	56011	44
2873	1	Sheridan (WY)	56033	44
2874	1	Campbell (WY)	56005	44
2875	1	Niobrara (WY)	56027	44
2876	1	Hot Springs (WY)	56017	44
2877	1	Teton (WY)	56039	44
2878	1	Carbon (WY)	56007	44
2879	1	Park (WY)	56029	44
2880	1	Johnson (WY)	56019	44
2881	1	Albany (WY)	56001	44
2882	1	Lincoln (WY)	56023	44
2883	2	Weston (WY)	56045	44
2884	1	Fremont (WY)	56013	44
2885	1	Sublette (WY)	56035	44
2886	1	Big Horn (WY)	56003	44
2887	1	Natrona (WY)	56025	44
2888	1	Goshen (WY)	56015	44
2889	1	Sweetwater (WY)	56037	44
2890	1	Converse (WY)	56009	44
2899	1	Coos (OR)	41011	45
2900	2	Josephine (OR)	41033	45
2901	2	Sherman (OR)	41055	45
2902	1	Jefferson (OR)	41031	45
2903	1	Polk (OR)	41053	45
2904	1	Curry (OR)	41015	45
2905	1	Lake (OR)	41037	45
2906	1	Umatilla (OR)	41059	45
2907	1	Crook (OR)	41013	45
2908	1	Klamath (OR)	41035	45
2909	1	Tillamook (OR)	41057	45
2910	1	Douglas (OR)	41019	45
2911	1	Deschutes (OR)	41017	45
2912	1	Lane (OR)	41039	45
2913	1	Multnomah (OR)	41051	45
2914	1	Yamhill (OR)	41071	45
2915	1	Gilliam (OR)	41021	45
2916	1	Linn (OR)	41043	45
2917	1	Wasco (OR)	41065	45
2918	1	Lincoln (OR)	41041	45
2919	1	Wallowa (OR)	41063	45
2920	1	Benton (OR)	41003	45
2921	1	Harney (OR)	41025	45
2922	1	Marion (OR)	41047	45
2923	2	Wheeler (OR)	41069	45
2924	1	Baker (OR)	41001	45
2925	1	Grant (OR)	41023	45
2926	1	Malheur (OR)	41045	45
2927	1	Washington (OR)	41067	45
2928	1	Clatsop (OR)	41007	45
2929	1	Jackson (OR)	41029	45
2930	1	Clackamas (OR)	41005	45
2931	2	Hood River (OR)	41027	45
2932	1	Morrow (OR)	41049	45
2933	1	Columbia (OR)	41009	45
2934	1	Union (OR)	41061	45
2939	1	Franklin (KS)	20059	46
2940	2	Sheridan (KS)	20179	46
2941	1	Ford (KS)	20057	46
2942	1	Shawnee (KS)	20177	46
2943	1	Finney (KS)	20055	46
2944	1	Seward (KS)	20175	46
2945	2	Ellsworth (KS)	20053	46
2946	1	Sedgwick (KS)	20173	46
2947	1	Ellis (KS)	20051	46
2948	1	Scott (KS)	20171	46
2949	1	Leavenworth (KS)	20103	46
2950	1	Gray (KS)	20069	46
2951	2	Lane (KS)	20101	46
2952	2	Stevens (KS)	20189	46
2953	1	Grant (KS)	20067	46
2954	1	Stanton (KS)	20187	46
2955	2	Graham (KS)	20065	46
2956	1	Stafford (KS)	20185	46
2957	1	Logan (KS)	20109	46
2958	1	Linn (KS)	20107	46
2959	2	Lincoln (KS)	20105	46
2960	1	Gove (KS)	20063	46
2961	2	Smith (KS)	20183	46
2962	1	Geary (KS)	20061	46
2963	1	Sherman (KS)	20181	46
2964	1	Rice (KS)	20159	46
2965	1	Crawford (KS)	20037	46
2966	1	Republic (KS)	20157	46
2967	1	Cowley (KS)	20035	46
2968	1	Reno (KS)	20155	46
2969	2	Comanche (KS)	20033	46
2970	2	Rawlins (KS)	20153	46
2971	1	Coffey (KS)	20031	46
2972	2	Decatur (KS)	20039	46
2973	1	Pratt (KS)	20151	46
2974	1	Elk (KS)	20049	46
2975	1	Wichita (KS)	20203	46
2976	1	Saline (KS)	20169	46
2977	1	Edwards (KS)	20047	46
2978	1	Washington (KS)	20201	46
2979	2	Russell (KS)	20167	46
2980	1	Douglas (KS)	20045	46
2981	2	Rush (KS)	20165	46
2982	1	Doniphan (KS)	20043	46
2983	2	Rooks (KS)	20163	46
2984	1	Wyandotte (KS)	20209	46
2985	1	Woodson (KS)	20207	46
2986	1	Wilson (KS)	20205	46
2987	1	Dickinson (KS)	20041	46
2988	1	Riley (KS)	20161	46
2989	1	Norton (KS)	20137	46
2990	1	Butler (KS)	20015	46
2991	1	Ness (KS)	20135	46
2992	1	Brown (KS)	20013	46
2993	1	Neosho (KS)	20133	46
2994	1	Bourbon (KS)	20011	46
2995	1	Labette (KS)	20099	46
2996	1	Nemaha (KS)	20131	46
2997	2	Kiowa (KS)	20097	46
2998	1	Chautauqua (KS)	20019	46
2999	1	Osage (KS)	20139	46
3000	2	Chase (KS)	20017	46
3001	1	Kingman (KS)	20095	46
3002	1	Kearny (KS)	20093	46
3003	1	Johnson (KS)	20091	46
3004	1	Clay (KS)	20027	46
3005	1	Phillips (KS)	20147	46
3006	1	Clark (KS)	20025	46
3007	1	Pawnee (KS)	20145	46
3008	1	Cheyenne (KS)	20023	46
3009	1	Ottawa (KS)	20143	46
3010	1	Cherokee (KS)	20021	46
3011	1	Osborne (KS)	20141	46
3012	2	Cloud (KS)	20029	46
3013	1	Pottawatomie (KS)	20149	46
3014	1	Marion (KS)	20115	46
3015	1	McPherson (KS)	20113	46
3016	1	Harvey (KS)	20079	46
3017	1	Lyon (KS)	20111	46
3018	1	Wallace (KS)	20199	46
3019	2	Harper (KS)	20077	46
3020	1	Wabaunsee (KS)	20197	46
3021	1	Hamilton (KS)	20075	46
3022	1	Meade (KS)	20119	46
3023	1	Marshall (KS)	20117	46
3024	1	Trego (KS)	20195	46
3025	1	Greenwood (KS)	20073	46
3026	1	Thomas (KS)	20193	46
3027	1	Greeley (KS)	20071	46
3028	1	Sumner (KS)	20191	46
3029	1	Atchison (KS)	20005	46
3030	1	Montgomery (KS)	20125	46
3031	1	Anderson (KS)	20003	46
3032	2	Mitchell (KS)	20123	46
3033	1	Allen (KS)	20001	46
3034	2	Jewell (KS)	20089	46
3035	1	Miami (KS)	20121	46
3036	1	Jefferson (KS)	20087	46
3037	1	Barton (KS)	20009	46
3038	2	Morton (KS)	20129	46
3039	1	Barber (KS)	20007	46
3040	1	Morris (KS)	20127	46
3041	1	Jackson (KS)	20085	46
3042	1	Hodgeman (KS)	20083	46
3043	1	Haskell (KS)	20081	46
3051	1	Baca (CO)	08009	47
3052	2	Archuleta (CO)	08007	47
3053	2	Yuma (CO)	08125	47
3054	1	Arapahoe (CO)	08005	47
3055	2	Grand (CO)	08049	47
3056	1	Weld (CO)	08123	47
3057	1	Alamosa (CO)	08003	47
3058	2	Gilpin (CO)	08047	47
3059	1	Washington (CO)	08121	47
3060	1	Adams (CO)	08001	47
3061	1	Garfield (CO)	08045	47
3062	2	Otero (CO)	08089	47
3063	1	Fremont (CO)	08043	47
3064	2	Morgan (CO)	08087	47
3065	1	El Paso (CO)	08041	47
3066	1	Montrose (CO)	08085	47
3067	2	Montezuma (CO)	08083	47
3068	2	Moffat (CO)	08081	47
3069	2	Teller (CO)	08119	47
3070	1	Elbert (CO)	08039	47
3071	2	Summit (CO)	08117	47
3072	1	Eagle (CO)	08037	47
3073	1	Sedgwick (CO)	08115	47
3074	1	Douglas (CO)	08035	47
3075	2	Mineral (CO)	08079	47
3076	1	San Miguel (CO)	08113	47
3077	2	Dolores (CO)	08033	47
3078	1	Mesa (CO)	08077	47
3079	2	San Juan (CO)	08111	47
3080	1	Denver (CO)	08031	47
3081	2	Logan (CO)	08075	47
3082	2	Lincoln (CO)	08073	47
3083	1	Las Animas (CO)	08071	47
3084	1	Saguache (CO)	08109	47
3085	2	Routt (CO)	08107	47
3086	1	Rio Grande (CO)	08105	47
3087	1	Delta (CO)	08029	47
3088	2	Rio Blanco (CO)	08103	47
3089	1	Custer (CO)	08027	47
3090	1	Pueblo (CO)	08101	47
3091	2	Crowley (CO)	08025	47
3092	1	Larimer (CO)	08069	47
3093	1	Costilla (CO)	08023	47
3094	2	La Plata (CO)	08067	47
3095	1	Conejos (CO)	08021	47
3096	2	Lake (CO)	08065	47
3097	2	Kit Carson (CO)	08063	47
3098	1	Kiowa (CO)	08061	47
3099	2	Clear Creek (CO)	08019	47
3100	2	Cheyenne (CO)	08017	47
3101	1	Chaffee (CO)	08015	47
3102	1	Jefferson (CO)	08059	47
3103	1	Boulder (CO)	08013	47
3104	2	Jackson (CO)	08057	47
3105	1	Bent (CO)	08011	47
3106	1	Huerfano (CO)	08055	47
3107	2	Prowers (CO)	08099	47
3108	2	Hinsdale (CO)	08053	47
3109	1	Pitkin (CO)	08097	47
3110	1	Gunnison (CO)	08051	47
3111	1	Phillips (CO)	08095	47
3112	1	Park (CO)	08093	47
3113	1	Ouray (CO)	08091	47
3119	1	McLean (KY)	21149	48
3120	1	Breckinridge (KY)	21027	48
3121	2	McCreary (KY)	21147	48
3122	1	Breathitt (KY)	21025	48
3123	1	McCracken (KY)	21145	48
3124	1	Bracken (KY)	21023	48
3125	1	Lyon (KY)	21143	48
3126	1	Boyle (KY)	21021	48
3127	1	Bullitt (KY)	21029	48
3128	1	Logan (KY)	21141	48
3129	1	Carlisle (KY)	21039	48
3130	2	Martin (KY)	21159	48
3131	1	Campbell (KY)	21037	48
